<b>retiring</b><br><span style='color:#7aa2f7'>rih-TEYE-ring</span>	<b>Shy and reserved; inclined to withdraw from attention.</b><hr>Shy, reserved, unassuming — inclined to keep out of the spotlight and out of company.<br><br>On the GRE this is almost never about leaving a job. It&#x27;s a settled <i>disposition</i>, not a mood: a retiring person isn&#x27;t anxious or awkward, they simply decline attention. That makes it gentler and mildly approving where <i>timid</i> is weak and <i>antisocial</i> is hostile — a retiring colleague does excellent work and lets someone else present it.<hr><b>retiring ≠ reticent.</b><br>- <b>retiring</b> = holds back your <b>presence</b> — you leave the room<br>- <b>reticent</b> = holds back your <b>words</b> — you stay, and say nothing<br><br>A reticent guest sits silent at the party. A retiring one never came.<hr><i><b>Retiring</b> = always <b>retiring</b> early — from the party, the stage, the conversation.</i><br>The whole word is just <i>retire</i> doing its ordinary job, applied to attention rather than to work.<hr>1. A <b>retiring</b> scholar, he published prolifically and lectured almost never, declining every honour that required a speech.<hr>2. He&#x27;s not exactly <b>retiring</b> — he&#x27;d been at the mic for twenty minutes before anyone could stop him.<hr>The stock phrase <b>&quot;shy and retiring&quot;</b> is now used almost entirely sarcastically — <i>&quot;our new boss isn&#x27;t the shy and retiring type.&quot;</i> If you&#x27;ve heard the phrase, it was probably an insult about someone loud.<hr>French <b>retirer</b> = <i>re-</i> (&quot;back&quot;) + <i>tirer</i> (&quot;to pull, draw&quot;). To retire is literally to <b>draw yourself back</b> — from an army, from a job, or from the room.<br><br>That one image covers both senses, so you never have to store them separately.	g28 register::neutral connotation::neutral antonym::at-home-among-people-vs-shut-away-from-t antonym::brass-nerve-vs-shrinking-back antonym::playing-it-down-vs-puffing-it-up intensity::pulling-away-from-people meaning::keeping-apart-from-people
<b>retrench</b><br><span style='color:#7aa2f7'>ri-TRENCH</span>	<b>To cut back sharply — spending, operations, or staff.</b><hr>To <b>cut back</b> — to reduce spending, shrink operations, or (in British, Indian and Australian usage) <b>lay off staff</b>.<br><br>This isn&#x27;t trimming for elegance; it&#x27;s contraction under pressure. A company retrenches when revenue falls, a government retrenches when the deficit bites, a household retrenches after a job loss. The word carries a defensive posture — pulling back to what you can still hold — and in corporate mouths it&#x27;s mildly euphemistic: <i>retrenched</i> sounds tidier than <i>sacked</i>.<hr>⚠️ <b>retrench ≠ entrench.</b> Same <i>trench</i>, opposite move: <b>entrench</b> = dig in and become immovable (<i>entrenched interests</i>); <b>retrench</b> = pull the line back and cut. One fortifies, one shrinks.<hr><i><b>Re-trench: draw the trench in tighter — everything left outside it gets cut.</b></i><br>The word wears its meaning on the outside — <i>trench</i> is a cut, and retrenching means cutting your perimeter back to what you can still defend.<hr>1. Faced with a third straight quarter of losses, the board voted to <b>retrench</b>, closing two plants and freezing all hiring.<hr>2. We&#x27;re going to have to <b>retrench</b> a bit this year — no holiday, and the car can wait.<hr>Standard business-page vocabulary: headlines like <i>&quot;Airline retrenches 3,000 staff&quot;</i> — and in Indian labour law, <b>retrenchment</b> is the formal term for layoffs under the Industrial Disputes Act.<hr>French <b>retrancher</b> = <i>&quot;to cut off, cut away&quot;</i> (<i>re-</i> + <i>trancher</i>, to slice). Same slice gives you <b>trench</b> (a cut in the ground), <b>trenchant</b> (cuttingly sharp — <i>a trenchant critique</i>), and <b>entrench</b>.	g35 register::formal connotation::negative antonym::squandering-vs-thrift
<b>rhapsody</b><br><span style='color:#7aa2f7'>RAP-suh-dee</span>	<b>A gushing, unstructured outpouring of enthusiasm.</b><hr>An outpouring of extravagant, ecstatic enthusiasm — in speech or writing. Also, in music, a free-form piece that wanders where it likes instead of obeying a set structure.<br><br>Both senses share one idea: <b>form has been abandoned</b>. A eulogy is organised praise; a rhapsody is praise that has run off its leash — the speaker is carried away, gushing, no longer building an argument. That&#x27;s why the verb <b>rhapsodize</b> (the form the GRE actually tests) usually comes with a faint raised eyebrow: <i>he rhapsodized about his new grill for forty minutes.</i> Sincere, yes — but excessive, and slightly funny to watch.<hr><i><b>Rhap</b> = <b>rap</b>: a rhapsody is freestyle — stitched together on the fly, no chorus to come back to.</i><br>The sound hook carries the nuance: it&#x27;s not the content that marks a rhapsody but the unstructured, run-on delivery.<hr>1. The review dissolved into <b>rhapsody</b> — three paragraphs on the light in a single shot, and not one word on the plot.<hr>2. Don&#x27;t ask him about his espresso machine unless you&#x27;ve got twenty minutes for the full <b>rhapsody</b>.<hr>Queen&#x27;s <b>&quot;Bohemian Rhapsody&quot;</b> is the definition in action: ballad, then opera, then hard rock, no repeating chorus — a song deliberately stitched from mismatched pieces, exactly what the word names.<hr>Greek <b>rhaptein</b> (<i>to stitch</i>) + <b>ōidē</b> (<i>song</i>) — a &quot;stitched-together song.&quot; A <i>rhapsode</i> was the travelling reciter who sewed episodes of Homer into one performance.<br><br>That <b>ōidē</b> is worth banking: <b>ode</b>, <b>melody</b>, <b>parody</b>, <b>comedy</b>, <b>prosody</b> all carry it.	g31 register::literary connotation::depends connotation::feeling-laid-on-too-thick
<b>rhetoric</b><br><span style='color:#7aa2f7'>RET-uh-rik</span>	<b>The art of persuasion; or persuasive talk with no substance.</b><hr><b>1.</b> The art of persuasive speaking and writing — its techniques, structures, and figures. <b>2.</b> Language crafted to persuade or impress but thin on substance or sincerity.<br><br>The word runs hot or cold depending on who&#x27;s holding it. In a classroom it&#x27;s a neutral discipline: Aristotle wrote a treatise on it, and <i>rhetorical devices</i> are just tools. In politics and journalism it&#x27;s nearly always a slur — &quot;<b>empty rhetoric</b>&quot;, &quot;inflammatory rhetoric&quot; — talk offered <i>instead of</i> action or truth. What stays constant across both senses: rhetoric is about <b>how</b> something is said, never whether it&#x27;s true. That&#x27;s why the GRE likes it — passages use the neutral sense while everyday instinct expects the insult.<hr><i><b>Empty</b> rhetoric. <b>Heated</b> rhetoric. <b>Campaign</b> rhetoric. — judge it by the company it keeps.</i><br>Alone the word names a neutral craft, but the adjectives that habitually attach to it all mean &quot;all talk, no substance,&quot; which is exactly the split you need to hold.<hr>1. Cicero&#x27;s mastery of <b>rhetoric</b> could turn a losing case into an acquittal before the jury had stopped listening.<hr>2. Cut the <b>rhetoric</b> and just tell me what the rent&#x27;s going to be next year.<hr>You already use the adjective without thinking: a <b>rhetorical question</b> is asked purely for effect, with no answer wanted — proof that the root is about <i>effect on the listener</i>, not information.<hr>Greek <b>rhētōr</b> = <i>&quot;public speaker, one who addresses the assembly.&quot;</i> The word is built on the speaker, not the subject — which is exactly why it always describes delivery rather than truth.	g25 register::neutral connotation::depends
<b>rigor</b><br><span style='color:#7aa2f7'>RIG-er</span>	<b>Strict exactness of method; severity; harsh conditions.</b><hr><b>1.</b> Strict, unbending exactness — especially of method, proof, or reasoning. <b>2.</b> Severity; harsh enforcement. <b>3.</b> (usually plural, <i>rigors</i>) punishing conditions: <i>the rigors of the Arctic winter</i>.<br><br>One word, two opposite emotional charges, decided entirely by what is being rigorous. Applied to a <b>method</b>, it&#x27;s the highest compliment in academic English — <i>methodological rigor</i> means nothing was hand-waved. Applied to a <b>person or a regime</b>, it&#x27;s cold and unforgiving. Applied to <b>circumstances</b>, it&#x27;s plain suffering. Note the register: this is a word for journals, courts, and training manuals, not for casual complaint.<hr><b>rigor ≠ vigor.</b> One letter apart, opposite feel: <b>rigor</b> is stiffness and strictness, <b>vigor</b> is energy and vitality. A rigorous argument is airtight; a vigorous argument is energetic — and possibly sloppy.<hr><i><b>Rigor</b> is <b>rigid</b> — rigid <i>method</i> earns praise, rigid <i>conditions</i> inflict pain.</i><br>Same stiffness either way, and which sense you&#x27;re in depends only on whether the stiffness is in an argument or in the weather.<hr>1. The referees rejected the paper not for its conclusions but for its lack of statistical <b>rigor</b>.<hr>2. Two weeks into boot camp the <b>rigor</b> of it had him asleep by nine every night.<hr><b>Rigor mortis</b> — the stiffening of a body after death, the phrase every crime drama uses to time a murder. Same word, literal sense: <i>stiffness</i>.<hr>Latin <b>rigor</b> = <i>&quot;stiffness, numbness,&quot;</i> from <b>rigēre</b>, <i>&quot;to be stiff.&quot;</i> Everything follows from stiffness: <b>rigid</b> (won&#x27;t bend), <b>rigid</b>ity, <b>rigorous</b> (won&#x27;t bend the standards), <b>rigor mortis</b> (won&#x27;t bend at all).	g25 register::formal connotation::depends meaning::strict-and-demanding
<b>robust</b><br><span style='color:#7aa2f7'>roh-BUST</span>	<b>Strong enough to withstand stress without breaking.</b><hr>Strong and sturdy — but specifically <b>strong enough to keep working under stress</b>: a robust body, a robust economy, a robust argument, a robust system.<br><br>The word is about <i>withstanding</i>, not about size or force. A weightlifter is <i>powerful</i>; a system that survives bad input is <i>robust</i>. Nor is it <i>rigid</i> — a robust thing bends and keeps going where a brittle thing snaps. On the GRE it usually turns up in technical or economic prose (robust growth, robust findings, a robust defence of a theory), where it&#x27;s a quiet compliment: this thing has been tested and held.<br><br>Two spillover senses worth knowing: of flavour, <b>full-bodied and strong</b> (robust coffee, a robust red wine); of debate or exercise, <b>vigorous, hearty, no-holds-barred</b>.<hr><i><b>Robust = won&#x27;t <i>bust</i>.</b></i><br>The word literally ends in <i>bust</i>, and that&#x27;s exactly the test — pile pressure on a robust thing and it refuses to break.<hr>1. The committee demanded a <b>robust</b> methodology — results that would survive being run again with different data.<hr>2. He&#x27;s eighty and still chopping wood; the man&#x27;s absurdly <b>robust</b>.<hr>Coffee packaging. Every bag promising a &quot;rich, <b>robust</b> flavour&quot; is selling you the full-bodied sense — strong, dark, no thinness to it.<hr>Latin <b>rōbur</b> = <i>&quot;oak&quot;</i>, and by extension <i>&quot;strength, hardness&quot;</i>. <b>Rōbustus</b> meant literally <i>&quot;oaken&quot;</i> — built of oak, hence tough.<br><br>Same root gives you <b>corroborate</b>: <i>con-</i> (together) + <i>rōborāre</i> (to strengthen) — to strengthen a claim by putting more evidence beside it.	g07 register::neutral connotation::positive connotation::toughness-admired meaning::holds-up-under-stress
<b>rudimentary</b><br><span style='color:#7aa2f7'>roo-duh-MEN-tuh-ree</span>	<b>Basic, undeveloped — only the roughest first stage.</b><hr>Basic and undeveloped — limited to the first rough beginnings of a thing. In biology, of an organ: only partly formed, never grown into full function (a whale&#x27;s hind limbs).<br><br>Note what it does <i>not</i> say: not wrong, not broken — just barely begun. <b>Basic</b> is flat description; <b>rudimentary</b> is a measurement against what should have been there, so it usually lands as a quiet downgrade. &quot;Rudimentary French&quot; means you can order coffee and nothing more; &quot;rudimentary sanitation&quot; means a hole in the ground. Applied to a person&#x27;s skill it is polite and damning at once.<hr><i><b>RUDE</b> is hiding at the front — and <i>rude</i> first meant <b>rough, unfinished</b>, not impolite.</i><br>Rudimentary things are rough-hewn and stopped early, not offensive.<hr>1. The excavation revealed a <b>rudimentary</b> drainage system: two stone channels and no more.<hr>2. He&#x27;s got a <b>rudimentary</b> grasp of the spreadsheet — he can open it and that&#x27;s about it.<hr>Standard in software release notes: &quot;<b>rudimentary</b> support for dark mode&quot; is the polite way of saying it technically exists and you won&#x27;t enjoy it.<hr>Latin <b>rudis</b> = <i>&quot;raw, rough, unworked&quot;</i> — of stone before the chisel. A <b>rudiment</b> is the first rough stage of anything.<br><br>Same root, two GRE payoffs: <b>rude</b> (originally <i>unpolished</i>, only later <i>ill-mannered</i>) and <b>erudite</b> — <i>e-</i> &quot;out of&quot; + <i>rudis</i>, literally <b>worked out of the rough</b>, i.e. polished by learning. Erudite is the exact opposite end of the same block of stone.	g10 register::formal connotation::depends antonym::tangled-vs-plain-simple meaning::only-just-begun
<b>ruminate</b><br><span style='color:#7aa2f7'>ROO-muh-nayt</span>	<b>To turn a thought over slowly, repeatedly, often broodingly.</b><hr>To turn something over in the mind — to think it through slowly, repeatedly, at length.<br><br>The word carries <b>duration and repetition</b>. You <i>consider</i> a job offer in an afternoon; you <i>ruminate</i> on it for a fortnight. And unlike <i>ponder</i> or <i>reflect</i>, which point forward toward a conclusion, ruminating often goes nowhere — the same thought chewed again and again. Psychologists use it flatly negatively: <b>rumination</b> is the depressive habit of replaying a grievance or humiliation on a loop. So the word tilts inward and slightly stuck, even when the tone is mild.<hr><i><b>Ruminate</b> ≈ <i>&quot;ruin it&quot;</i> — chew a thought long enough and you ruin it.</i><br>The sound hook catches the word&#x27;s real flavour: not brisk thinking but the slow, circling kind that spoils your evening.<hr>1. Having lost the election, he retreated to the countryside to <b>ruminate</b> on where the campaign had gone wrong.<hr>2. Stop <b>ruminating</b> over one bad text — she probably just fell asleep.<hr>Therapists use it as a technical term: <b>rumination</b> is the clinical name for the thought-loop you can&#x27;t get out of at 2 a.m., and \&quot;you&#x27;re ruminating\&quot; is a standard thing to hear in a CBT session.<hr>Latin <b>rūmināre</b> = <i>&quot;to chew the cud,&quot;</i> from <b>rūmen</b>, the first stomach of a cow. A <b>ruminant</b> brings food back up and grinds it a second time — which is exactly what your brain does with an embarrassing memory.	g16 register::neutral connotation::depends second-meaning::from-stable-and-field:-farm-words-that-w
<b>sacrosanct</b><br><span style='color:#7aa2f7'>SAK-roh-sankt</span>	<b>Too sacred or important to be touched, changed, or criticised.</b><hr>So sacred, or treated as so important, that it must not be touched, changed, cut, or criticised.<br><br>The literal religious sense (an oath, a relic, a shrine) is now the rarer one. In modern prose it&#x27;s almost always <b>secular and faintly sardonic</b>: a budget line, a Sunday lunch, a founder&#x27;s original vision. Calling something sacrosanct usually says less about the thing than about the people defending it — they&#x27;ve put it beyond argument, and the writer is raising an eyebrow at that. Compare <i>sacred</i>, which is sincere, and <i>inviolable</i>, which is legal and cold; <i>sacrosanct</i> carries a whiff of protected privilege.<hr><i><b>You almost never meet this word standing up — you meet it being knocked down: &quot;nothing is sacrosanct.&quot;</b></i><br>The word&#x27;s natural habitat is the negative, which tells you it means <i>fenced off from change</i> — and that someone is about to climb the fence.<hr>1. The committee insisted that the charter&#x27;s first article was <b>sacrosanct</b> and would not be reopened for debate.<hr>2. Cut whatever you like from the script — but the last scene is <b>sacrosanct</b>, don&#x27;t touch it.<hr>Standard boardroom and Westminster boilerplate before bad news: <i>&quot;In this review, no department is sacrosanct.&quot;</i> Whenever you hear it, cuts are coming.<hr>Latin <b>sacrōsanctus</b> = <i>sacer</i> (&quot;sacred&quot;) + <i>sanctus</i> (&quot;consecrated&quot;) — holy said twice, belt and braces, because it originally described something protected by a binding religious oath.<br><br>Both halves are GRE workhorses: <i>sacer</i> → <b>sacred, sacrifice, sacrament, consecrate</b>; <i>sanctus</i> → <b>saint, sanctuary, sanctity, sanction, sanctimonious</b>.	g36 register::formal connotation::depends antonym::held-sacred-vs-treated-as-fair-game meaning::too-sacred-to-touch
<b>sadistic</b><br><span style='color:#7aa2f7'>suh-DIS-tik</span>	<b>Cruel in a way that enjoys the victim&#x27;s suffering.</b><hr>Cruel in a particular way: <b>taking pleasure in someone else&#x27;s pain</b>, humiliation or fear.<br><br>Plain cruelty can be careless, cold, or a means to an end — the bully wants your lunch money. <b>Sadistic</b> cruelty <i>is</i> the end: the suffering is the reward, and the person is savouring it. That makes it the heaviest word in the family, at home in courtrooms and criminal profiles. Colloquially it also runs as hyperbole — a <b>sadistic</b> exam schedule, a <b>sadistic</b> spin instructor — where the joke is precisely that they seem to be <i>enjoying</i> your misery.<hr><i><b>SAD</b> is hiding inside <b>sadistic</b> — but it&#x27;s your sadness, and he&#x27;s delighted by it.</i><br>The word isn&#x27;t cruelty alone; it&#x27;s cruelty plus pleasure, so if nobody&#x27;s enjoying it, it isn&#x27;t sadistic.<hr>1. The tribunal found the guards&#x27; treatment of prisoners not merely negligent but <b>sadistic</b>, calculated to prolong distress for its own sake.<hr>2. He scheduled the meeting for 7 a.m. on a Monday and I swear he had a <b>sadistic</b> little smile about it.<hr>In true-crime documentaries, &quot;sadistic&quot; is never loose language — profilers and prosecutors use it as a technical classification, meaning the offender was motivated by the victim&#x27;s suffering itself.<hr>From the <b>Marquis de Sade</b>, the 18th-century French aristocrat and novelist who was jailed for decades and wrote at length about cruelty as pleasure. His name became the condition: <b>sadism, sadist, sadistic</b>.<br><br>Its mirror is an eponym too — <b>masochistic</b>, from the Austrian writer <b>Leopold von Sacher-Masoch</b>, who wrote about taking pleasure in <i>receiving</i> pain. Two men, two novels, one compound: <b>sadomasochism</b>.<br><br>🚫 <b>Not from <i>sad</i>.</b> Pure coincidence — English <i>sad</i> is Old English <i>sæd</i>, &quot;full, sated.&quot; Useful hook, false relative.	g29 register::neutral connotation::negative antonym::feeling-for-others-vs-hardened-to-them antonym::wishing-well-vs-wishing-harm intensity::unfeeling-to-cruel:-callous-malevolent-s meaning::ill-will:-felt-spoken-savoured-spreading
<b>sagacious</b><br><span style='color:#7aa2f7'>suh-GAY-shuhs</span>	<b>wise in a shrewd, far-seeing, practical way</b><hr>Having keen judgment and <b>foresight</b> — able to read a situation, or a person, and see where it is heading.<br><br>This is wisdom with a practical edge. <b>Wise</b> suggests depth and moral weight; <b>shrewd</b> suggests self-interest and a sharp eye for advantage; <b>sagacious</b> sits between them — respectable, admiring, and always about <i>judgment applied to the future</i>. You call a decision sagacious when it looked unremarkable at the time and turned out to be exactly right. The word is formal and slightly grand, so it flatters: it&#x27;s the adjective for elder statesmen, canny investors, and — a long literary tradition — unusually clever dogs.<hr><b>sagacious ≠ salacious.</b> <i>Salacious</i> (suh-LAY-shuhs) means lewd, indecently sexual — <i>salacious gossip</i>. One letter and one vowel apart, opposite worlds: praise a colleague&#x27;s <i>salacious</i> judgment and you have said something very different.<hr><i><b>SAGA</b>cious — he sees the whole <b>saga</b> before it&#x27;s played out.</i><br>The hidden word carries the key nuance: this isn&#x27;t just knowing things, it&#x27;s seeing how the story ends.<hr>1. The treaty was the work of a <b>sagacious</b> diplomat who had anticipated the alliance&#x27;s collapse a decade before it came.<hr>2. Gran&#x27;s <b>sagacious</b> enough to know that when the two of them go quiet, something&#x27;s been broken.<hr>Latin <b>sagax</b> = <i>&quot;keen-scented,&quot;</i> from <b>sagīre</b>, <i>to perceive sharply</i> — originally the nose of a hunting hound picking up a trail nobody else can detect. That&#x27;s the image inside the word: sensing what&#x27;s there before there&#x27;s evidence.<br><br>Same root gives <b>presage</b> (<i>prae-</i> &quot;before&quot; + <i>sagire</i>) — to sniff out what&#x27;s coming. Note that <b>sage</b> is <i>not</i> a relative: that&#x27;s Latin <i>sapere</i>, &quot;to taste, to be wise&quot; (<b>sapient, insipid, savour</b>).	g08 register::formal connotation::positive antonym::seeing-far-ahead-vs-seeing-no-further-th connotation::learning-as-praise:-what-exactly-is-bein connotation::sharp-judgment-as-a-compliment intensity::shrewd-to-wise meaning::shrewd-judgment:-reading-people-money-an
<b>salubrious</b><br><span style='color:#7aa2f7'>suh-LOO-bree-uhs</span>	<b>Health-giving — especially of air, climate, or surroundings.</b><hr><b>Health-giving</b> — good for the body, said above all of <i>places</i>: air, climate, sea breezes, a mountain village, a spa town.<br><br>It&#x27;s a word about <b>environments, not habits</b>. A diet is healthy; a coastline is salubrious. The register is genteel and slightly old-fashioned, which is why it survives most vigorously in the negative: <i>&quot;a less than salubrious part of town&quot;, &quot;an insalubrious hotel&quot;</i> — and there it has quietly slid from <i>unhealthy</i> to <i>seedy, disreputable</i>. So the positive sense praises the air, and the negative sense insults the neighbourhood.<hr>⚠️ <b>salubrious ≠ salutary.</b><br>- <b>salubrious</b> = physically wholesome — <i>air, climate, surroundings</i><br>- <b>salutary</b> = producing a good <i>effect</i>, usually a corrective one — <i>a salutary lesson, a salutary shock</i><br><br>Salubrious feels pleasant. Salutary often doesn&#x27;t — it&#x27;s the unpleasant thing that does you good.<hr><i><b>Salu</b>brious shares its front end with <b>salute</b> — and a salute is a wish for your health.</i><br>A salute only <i>wishes</i> you well; salubrious surroundings actually do the work.<hr>1. Victorian doctors sent consumptive patients to Davos for its cold, dry, <b>salubrious</b> air.<hr>2. The rent was cheap, but let&#x27;s just say the area wasn&#x27;t the most <b>salubrious</b>.<hr>Estate agents and travel writing keep it alive: a listing boasts of a <b>salubrious</b> neighbourhood, and a reviewer damns a bar as <i>&quot;less than salubrious&quot;</i> — the same word doing praise and sneer.<hr>Latin <b>salūs, salūtis</b> = <i>&quot;health, safety, well-being.&quot;</i> One root, a useful family: <b>salute</b> and <b>salutation</b> (originally <i>wishing someone health</i>), <b>salutary</b> (health-producing), and the toast in Italian — <i>salute!</i>	g07 register::formal connotation::positive antonym::health-giving-vs-quietly-poisonous connotation::good-for-you-six-kinds-of-favourable lookalike::lugubrious-salubrious-salutary meaning::good-for-you:-what-kind-of-good-and-from
<b>salutary</b><br><span style='color:#7aa2f7'>SAL-yuh-teh-ree</span>	<b>Beneficial in effect — especially something unpleasant that does you good.</b><hr>Producing a <b>good effect</b>, especially a corrective one; beneficial. (Older, narrower sense: health-giving.)<br><br>The thing that is salutary is usually <b>unwelcome at the time</b>. Look at what the word actually attaches to: a salutary <i>lesson</i>, a salutary <i>warning</i>, a salutary <i>shock</i>, a salutary <i>reminder</i>. It&#x27;s the sharp experience that improved you — the failed exam, the near-miss, the bill that finally forced a budget. <i>Beneficial</i> is neutral about how it felt; <i>salutary</i> implies it stung and worked anyway. It&#x27;s a formal, slightly stern word: the register of leader columns and school reports, not casual praise.<hr>⚠️ <b>salutary ≠ salubrious.</b> Same root, different jobs: <b>salubrious</b> = physically healthy or wholesome <i>as a place or condition</i> (a salubrious climate, a less-than-salubrious hotel); <b>salutary</b> = beneficial <i>in its effect</i>, usually through a hard lesson.<hr><i><b>A salutary lesson is a slap you end up saluting.</b></i><br>The word hides <b>salut-</b> (as in <i>salute</i>), and that&#x27;s the whole nuance: it hurt, and afterwards you acknowledge it did you good.<hr>1. The collapse of the fund had at least one <b>salutary</b> consequence: no regulator could any longer pretend the risk was hypothetical.<hr>2. Getting outplayed by a fourteen-year-old was a <b>salutary</b> experience — I&#x27;ve actually been practising since.<hr>Every time someone raises a glass and says <b>&quot;Salut!&quot;</b> (or Spanish <i>&quot;¡Salud!&quot;</i> after a sneeze), they&#x27;re using this exact root — wishing you <i>health</i>. That&#x27;s the buried sense in <i>salutary</i>.<hr>Latin <b>salūs, salūtis</b> = <i>&quot;health, safety, well-being.&quot;</i> To <b>salute</b> someone was originally to wish health on them; a <b>salutation</b> is that wish in words; <b>salubrious</b> is the air that supplies it. <i>Salutary</i> keeps the payoff rather than the greeting: whatever leaves you better off.	g10 register::formal connotation::positive antonym::health-giving-vs-quietly-poisonous connotation::good-for-you-six-kinds-of-favourable lookalike::lugubrious-salubrious-salutary meaning::good-for-you:-what-kind-of-good-and-from meaning::it-actually-works
<b>sanctimonious</b><br><span style='color:#7aa2f7'>sank-tuh-MOH-nee-uhs</span>	<b>Showily, smugly moral — parading a virtue you may lack.</b><hr>Making a <b>showy display of moral superiority</b> — preaching virtue in a tone that says <i>and you fall short</i>.<br><br>The word is a verdict on the performance, not the piety. A person can be genuinely devout without being sanctimonious; what earns the label is the <b>parade</b> — the sighing, the lecture, the visible halo. It also carries a strong hint of hypocrisy: the sanctimonious usually moralise about a sin they quietly commit. Note who uses it — <b>nobody ever calls themselves sanctimonious.</b> It is always an accusation, thrown at someone whose righteousness has become unbearable.<hr>⚠️ <b>Don&#x27;t hear <i>parsimonious</i>.</b> Same <b>-monious</b> ending, unrelated word: <i>parsimonious</i> = <b>stingy with money</b>; <i>sanctimonious</i> = <b>preachy about morals</b>. Miserly wallet vs. superior tone.<hr><i><b>Sanct</b> (saint) + <b>-monious</b> (like <i>cere<b>monious</b></i>) = <b>sainthood performed as ceremony.</b></i><br>The saintliness is staged for an audience, which is exactly why the word stings.<hr>1. The editorial struck a <b>sanctimonious</b> tone, condemning a corruption its own proprietor had profited from for a decade.<hr>2. Spare me the <b>sanctimonious</b> speech about recycling — you flew to Ibiza three times last year.<hr>Latin <b>sanctus</b> = <i>&quot;holy, consecrated.&quot;</i> One root, a whole GRE cluster: <b>sanctify</b> (make holy), <b>sanctuary</b> (holy place, hence refuge), <b>sacrosanct</b> (untouchable), <b>sanctum</b>, <b>saint</b>.<br><br><i>Sanctimonious</i> once simply meant <i>holy</i> — it soured into sarcasm, and the sneer is now permanent.	g17 register::formal connotation::negative connotation::virtue-performed-rather-than-held lookalike::acrimonious-parsimonious-penurious-sanct meaning::parading-your-own-virtue
<b>sanction</b><br><span style='color:#7aa2f7'>SANK-shuhn</span>	<b>To officially approve — or, as a noun, to punish.</b><hr><b>Verb:</b> to <b>officially approve</b> or authorise. <b>Noun (1):</b> that official approval. <b>Noun (2):</b> a <b>penalty</b> imposed to force compliance — usually plural: <i>sanctions</i>.<br><br>It is its own opposite, and the GRE loves that. Both senses come from the same idea: an authority laying down a binding rule, and either blessing what fits it or punishing what doesn&#x27;t.<br><br>Register matters more than you&#x27;d think. <i>Sanction</i> is never casual approval — a friend doesn&#x27;t sanction your haircut. It implies a body with the standing to permit: a government, a church, a governing council, a licensing board. And when it bites, it&#x27;s coercive rather than merely punitive — sanctions are meant to <i>change behaviour</i>, not just express displeasure.<hr><i>Singular verb = permission; plural noun = punishment. <i>He sanctioned the raid</i> / <i>They imposed sanctions.</i></i><br>Grammar disambiguates the contronym far more reliably than context does — if you see &quot;sanctions&quot; sitting there as a plural noun, it&#x27;s the penalty sense almost every time.<hr>1. The committee declined to <b>sanction</b> the expedition, judging the route too hazardous to bear the institution&#x27;s name.<hr>2. Trade <b>sanctions</b> kicked in overnight and suddenly nobody could ship anything.<hr>Any news bulletin about Russia, Iran or North Korea — &quot;fresh <b>sanctions</b>&quot; is one of the most-spoken phrases in international news, and it&#x27;s always the punishment sense.<hr>Latin <b>sanctus</b> = <i>&quot;holy, made binding&quot;</i> (from <i>sancīre</i>, to consecrate). A sanction was originally a decree made sacred — untouchable, enforceable.<br><br>That root pays for itself: <b>saint</b>, <b>sacred</b>, <b>sanctuary</b>, <b>sanctify</b>, <b>sacrosanct</b>, and the GRE favourite <b>sanctimonious</b> (holier-than-thou).	g07 register::formal connotation::depends antonym::official-approval-vs-official-condemnati second-meaning::contronyms:-the-word-points-both-ways second-meaning::courtroom-senses-hiding-in-everyday-word
